order_id,order_created_at,product_id,product_name,price
142663,2025-05-12 00:09:59,48425,프라이팬 기름 튀김 방지 종이캡 (50매)(색상 랜덤 발송),19990
142663,2025-05-12 00:09:59,157603,[비비고] 김치볶음 80g,2890
142663,2025-05-12 00:09:59,439475,쓱쓱싹싹 밥도둑 오징어채볶음 60g,3890
142663,2025-05-12 00:09:59,537844,닭다리 핫숯불바베큐 66g,2690
142663,2025-05-12 00:09:59,617911,[농심] 사천백짬뽕 건면 94g,2690
142663,2025-05-12 00:09:59,761735,꼬깔콘 군옥수수맛 67g,3490
142663,2025-05-12 00:09:59,936215,어쩌다사장3 대게라면 115g,2690
142663,2025-05-12 00:09:59,936403,볶음 간짬뽕 140g,2990
142663,2025-05-12 00:09:59,937102,쓱쓱싹싹 밥도둑 견과류 오징어채볶음 50g,5990
142663,2025-05-12 00:09:59,937397,[청정원] 견과류 멸치볶음 60g,4990
142663,2025-05-12 00:09:59,937461,[더미식] 장인라면 얼큰한맛 116g,2690
142663,2025-05-12 00:09:59,937468,새우 머리 튀김 고소하새우 30g,3990
142663,2025-05-12 00:09:59,937566,크리스피 황태스틱 스위트청양간장 25g,4990
142663,2025-05-12 00:09:59,940418,[별하수] 97% 보리차 진액 870g,49990
142663,2025-05-12 00:09:59,941925,[산마을] 국산 다진 마늘 30g,4990
142663,2025-05-12 00:09:59,942393,[첫구매혜택][네이처드림] 올인원 멀티비타민 샷,1000
142663,2025-05-12 00:09:59,942394,[머거본] 호두정과 100g,3590
142663,2025-05-12 00:09:59,942444,[더미식] 오징어라면 130g (1봉),3290
142663,2025-05-12 00:09:59,942483,[행복담기] 쏙쏙 훈제 메추리알 25g,2190
142663,2025-05-12 00:09:59,942505,[해태제과] 봄 한정판 홈런볼 말차딸기 43g,2990
142663,2025-05-12 00:09:59,942545,[우불식당] 이장우의 즉석우동 221.5g (1봉지),5490
142663,2025-05-12 00:09:59,942804,[바이탈플랜트] 롤팬 NEW 오리지널 자동회전 냄비- 그레이 K003,159990
142664,2025-05-12 00:10:09,936781,이천 쌀밥이 들어가 찰진 영양 찹쌀 연잎밥 270g,11990
142664,2025-05-12 00:10:09,941625,콩가루 쑥인절미 600g,19990
142664,2025-05-12 00:10:09,941930,[제주어부] 제주 참조기 350g (5미),23990
142664,2025-05-12 00:10:09,942075,화순의 명물! 수제 통팥찰시루떡 1.5kg,47990
142664,2025-05-12 00:10:09,942357,[서울마님] 떡마리 100g - 꿀호떡맛,2990
142664,2025-05-12 00:10:09,942405,[자농의뜨락] 호박 영양찰떡 1kg,36990
