order_id,order_created_at,product_id,product_name,price
143363,2025-05-18 00:01:51,774501,팅글 머스캣 곤약젤리 130g,2290
143363,2025-05-18 00:01:51,933413,[스위트해남] 해남에서 말린 고구마 말랭이 60g,3790
143363,2025-05-18 00:01:51,935436,[진주] 천하장사 고단백 더건강하닭 700g,17990
143363,2025-05-18 00:01:51,941517,[아이엠젤리] 까먹는 샤인머스캣 과즙 젤리 (10g x 20개입),6990
143364,2025-05-18 00:24:57,940890,[더블특가][고려은단] 비타민C 1000 180정,56990
143364,2025-05-18 00:24:57,942091,[메디트리][대용량] 순 유기농 레몬즙 100 (20ml x 50포) 50일 분,36990
143364,2025-05-18 00:24:57,942092,[메디트리] 순 유기농 레몬생강즙 진저샷 (15g x 14포),12990
143365,2025-05-18 00:26:08,311382,[오희숙 전통부각] 찹쌀 연근부각30g,3990
143365,2025-05-18 00:26:08,680787,[늘봄] 바삭 솔티드 은행튀김 짭짤행 소포장 20g,1290
143365,2025-05-18 00:26:08,758733,쉐이크 인절미 50g,3290
143365,2025-05-18 00:26:08,758734,쉐이크 딸기바나나 50g,3290
143365,2025-05-18 00:26:08,786823,햇반 솥반 전복내장 영양밥 200g,5990
143365,2025-05-18 00:26:08,933835,[오뚜기] 컵누들 로제맛 49.8g,2990
143365,2025-05-18 00:26:08,935626,[오뚜기] 컵누들 마라탕 컵 44.7g,2990
143365,2025-05-18 00:26:08,937043,[농심] 누들핏 125Kcal 육개장 사발면맛 35.5g,3490
143365,2025-05-18 00:26:08,937120,[무화당] 설탕 대신 알룰로스 250g,6990
143365,2025-05-18 00:26:08,939896,[농심] 누들핏 130Kcal 김치 사발면맛 37.5g,3490
143365,2025-05-18 00:26:08,939942,칼로볼 저당밥솥 전자레인지용 - 크림,49990
143365,2025-05-18 00:26:08,940613,[델리스푼] 잇더핏 단백질 쉐이크 280g (7개입) - 더블초코,29990
143365,2025-05-18 00:26:08,941877,[이가자연면] 알리오올리오 192.5g,4990
143365,2025-05-18 00:26:08,942441,[오뚜기] 상쾌환 얼큰마라탕 300g,7990
143365,2025-05-18 00:26:08,943087,[아침] 국내산 촉촉한 아침란 50g (1구),1340
143366,2025-05-18 00:38:08,936534,[창억]호박인절미 500g,24990
143366,2025-05-18 00:38:08,942075,화순의 명물! 수제 통팥찰시루떡 1.5kg,47990
